athlete,title,description,url,publish_date
Justin Tuck,Giants great has surprising Tom Brady claim,"Let’s make sure we know who we are talking with here.
This is Justin Tuck, the former Giants defensive end. He dislikes quarterbacks. All of them. There...",https://nypost.com/2021/02/06/super-bowl-2021-giants-great-has-surprising-tom-brady-claim/,2021-02-06T15:13:38Z
Justin Tuck,Stratford Brewery Announces Celebrity Investors,"Stratford Brewery Announces Celebrity Investors - Stratford, CT - Lance Armstrong, J.J. Watt and Justin Tuck are all investors.",https://patch.com/connecticut/stratford/stratford-brewery-announces-celebrity-investors,2021-01-21T10:22:35Z
Justin Tuck,"Athletic Brewing Co's non-alcoholic beer becomes a hot investment with celebrity backers such as J.J. Watt, Justin Tuck, David Chang, Lance Armstrong and Blake Mycoskie","Athletic Brewing Co, founded by a Point72 Asset Management veteran, has grown strongly with star backers during the pandemic – and it's about to hit Australia.",https://www.afr.com/life-and-luxury/food-and-wine/former-trader-s-non-alcoholic-beer-becomes-a-hot-investment-20210114-p56tz6,2021-01-13T21:45:11Z
Justin Tuck,"Giants, Washington in suddenly dramatic NFC East race",Justin Tuck’s reaction to the Giants’ win in Seattle on Sunday was validation of the next step it represented for this rebuilding franchise.,https://www.nydailynews.com/sports/football/giants/ny-nfc-east-giants-daniel-jones-20201207-oh5nj45rhrcqbiqazeqk2mw5q4-story.html,2020-12-08T02:48:00Z
Justin Tuck,Osi Umenyiora brought up Michael Strahan's ex in wild rap battle,"During a recent appearance on ""Untold Stories,"" Justin Tuck spoke about Big Blue's rap battles, revealing how Osi Umenyiora once brought up the ex-wife of Michael Strahan during a showdown.",https://nypost.com/2020/10/15/osi-umenyiora-brought-up-michael-strahans-ex-in-wild-rap-battle/,2020-10-15T15:29:44Z
Kevin Millar,Former Ireland and British and Irish Lions prop Syd Millar dies aged 89,IRFU chief executive Kevin Potts describes Ballymena man as ‘a titan of rugby union and a visionary’,https://www.irishtimes.com/sport/rugby/2023/12/10/former-ireland-and-british-and-irish-lions-prop-syd-millar-dies-aged-89/,2023-12-10T20:44:00Z
Kevin Millar,"Kevin Millar and Ryan Dempster’s repartee, ribbing make ‘Intentional Talk’ work",MLB Network's longest-running show has a new dynamic now that the two longtime friends are co-hosting with Siera Santos. And it works.,https://theathletic.com/4632770/2023/07/07/kevin-millar-and-ryan-dempster-intentional-talk/,2023-07-07T04:00:00Z
Kevin Millar,"Kevin Millar discussed the legacy of the 2004 Red Sox, and why he thinks Trevor Story's 'going to be fine'","Kevin Millar shared some thoughts and stories on the 2004 Red Sox, how he almost played in Japan instead, and how the current Boston team looks.",https://www.boston.com/sports/boston-red-sox/2022/05/06/kevin-millar-red-sox-2004/,2022-05-06T20:10:34Z
Kevin Millar,NESN confirms three new Red Sox game analysts,"Kevin Youkilis, Kevin Millar, and Tony Massarotti will all join the rotation of analysts this season. Learn more at Boston.com.",https://www.boston.com/sports/boston-red-sox/2022/03/15/nesn-red-sox-analysts-kevin-youkilis-kevin-millar-tony-massarotti/,2022-03-15T16:33:51Z
Kevin Millar,"NESN confirms new Red Sox game analysts: Kevin Youkilis, Kevin Millar, Tony Massarotti","The network announced its complete Red Sox lineup, which includes former third baseman Will Middlebrooks as part of the studio team.",https://www.bostonglobe.com/2022/03/15/sports/nesn-confirms-new-red-sox-game-analysts-kevin-youkilis-kevin-millar-tony-massarotti/,2022-03-15T04:00:00Z
Kevin Millar,NESN working on deals to add 3 Red Sox game analysts to the rotation,Former Red Sox players Kevin Millar and Kevin Youkilis and 98.5 The Sports Hub host Tony Massarotti will be in the rotation.,https://www.boston.com/sports/media/2022/03/02/nesn-jerry-remy-replacements-booth/,2022-03-02T21:25:30Z
Kevin Millar,"NESN working to add Kevin Millar, Kevin Youkilis, and Tony Massarotti to Red Sox broadcast booth",Former players Kevin Millar and Kevin Youkilis and radio personality Tony Massarotti are in the mix to help replace Jerry Remy.,https://www.bostonglobe.com/2022/03/02/sports/nesn-working-deals-add-three-red-sox-game-analysts-tony-massarotti-kevin-millar-kevin-youkilis/,2022-03-02T05:00:00Z
Kevin Millar,Chris Rose opens up about his emotional MLB Network exit and how joining Jomboy Media reinvigorated him,"A year ago, Chris Rose left MLB Network's ""Intentional Talk."" He talks about his departure, friendship with Kevin Millar and more.",https://theathletic.com/3003192/2021/12/13/chris-rose-opens-up-about-his-emotional-mlb-network-exit-and-how-joining-jomboy-media-reinvigorated-him/,2021-12-13T05:00:00Z
George Hill,Texas: judge rules against Black high school teen in hair discrimination case,"Darryl George, 18, filed civil rights lawsuit after Barbers Hill school system punished him for refusing to alter hairstyle",https://www.theguardian.com/us-news/article/2024/aug/06/texas-black-high-school-student-hair-discrimination-case,2024-08-07T01:48:28Z
George Hill,Police explain why the helicopter was circling Nuneaton late last night,"It was heard in the skies above Arbury, Bermuda, Hill Top and close to the George Eliot Hospital",https://www.coventrytelegraph.net/news/local-news/police-explain-helicopter-circling-nuneaton-29618362,2024-07-26T12:23:51Z
George Hill,George Norcross Staying Put As Cooper Chairman Despite Indictment,"George Norcross Staying Put As Cooper Chairman Despite Indictment - Cherry Hill, NJ - Norcross and 2 other board members were indicted in a corruption probe that brought Cooper Health millions of dollars, officials said.",https://patch.com/new-jersey/cherryhill/george-norcross-staying-put-cooper-chairman-despite-indictment,2024-07-01T19:32:41Z
George Hill,"In the 4 years since George Floyd was killed, Washington can't find a path forward on police reform","Four years after George Floyd's murder, work on federal police reform legislation has halted almost entirely amid a partisan stall on Capitol Hill.",https://www.cbsnews.com/news/george-floyd-congress-police-reform/,2024-05-25T23:14:00Z
George Hill,Riverside man suspected of starting fire a month after parole for arson conviction,George Alexander Hill is accused of setting a fire in Riverside less than a month after he was released on parole for a previous arson.,https://abc7.com/post/convicted-riverside-arsonist-suspected-starting-fire-month-after/14858969/,2024-05-23T04:38:04Z
George Hill,County Championship: Yorkshire take five Leicestershire wickets on rain-hit day one,George Hill takes three wickets as Yorkshire chip away at Leicestershire on a rain-hit opening day.,https://www.bbc.com/sport/cricket/68651298,2024-04-05T18:44:38Z
George Hill,Possible new neighborhood could bring 350 homes to Dorchester Co.,"A new housing development could be coming to the St. George area, located off of Sugar Hill Road and Highway 78.",https://www.live5news.com/2024/04/02/possible-new-neighborhood-could-bring-350-homes-dorchester-co/,2024-04-02T03:41:13Z
George Hill,Eat clam chowder in George Washington's old hangout,"Eat clam chowder in George Washington's old hangout at this Charlestown tavern, built in 1780 after the Battle of Bunker Hill.",https://www.boston.com/travel/travel/2024/03/22/eat-clam-chowder-in-george-washingtons-old-hangout-at-this-charlestown-tavern/,2024-03-22T18:17:04Z
George Hill,Former Rep. George Santos attends Biden's State of the Union address,"Former Rep. George Santos is set to return to Capitol Hill Thursday night for President Joe Biden's State of the Union address, according to a source familiar...",https://www.nbcboston.com/news/national-international/george-santos-state-of-the-union/3301834/,2024-03-07T21:11:58Z
George Hill,An expulsion couldn’t keep George Santos from attending the State of the Union,"Former representative George Santos, who was expelled from the House last year, makes an appearance on Capitol Hill tonight for the first time since his expulsion to attend the State of the Union.",https://www.bostonglobe.com/2024/03/07/nation/santos-appearance-expulsion-state-of-the-union/,2024-03-07T05:00:00Z
Royce White,Populist conservative and ex-NBA player Royce White shakes up US Senate primary race in Minnesota,"MINNEAPOLIS (AP) — When longtime Donald Trump ally Steve Bannon surrendered at a federal prison in Connecticut, he asked an unconventional U.S. Senate candidate from Minnesota to stand at his",https://www.thestar.com/news/world/united-states/populist-conservative-and-ex-nba-player-royce-white-shakes-up-us-senate-primary-race-in/article_524493cc-2ccd-5e77-9e78-608afc702e63.html,2024-08-08T04:29:47Z
Royce White,Populist conservative and ex-NBA player Royce White shakes up US Senate primary race in Minnesota,Populist conservative and ex-NBA player Royce White has shaken up a U.S. Senate primary race in Minnesota.,https://www.clickondetroit.com/news/politics/2024/08/08/populist-conservative-and-ex-nba-player-royce-white-shakes-up-us-senate-primary-race-in-minnesota/,2024-08-08T04:28:35Z
Royce White,One of the first gangsters to bring heroin to Liverpool was called 'The Godfather' and drove a white Rolls-Royce to send a message,Michael Showers still denies he was inolved in heroin supply despite multiple convictions,https://www.liverpoolecho.co.uk/news/liverpool-news/one-first-gangsters-bring-heroin-29604561,2024-07-26T13:30:29Z
Royce White,Ex-NBA player running for Minnesota Senate seat approvingly shared video of Khadafy equating Taliban and the Vatican,"GOP-endorsed Minnesota Senate candidate Royce White, a former NBA first-round draft pick, shared footage of late Libyan dictator Moammar Khadafy equating the Vatican with the Taliban.",https://nypost.com/2024/06/14/us-news/ex-nba-player-running-for-minnesota-senate-seat-approvingly-shared-video-of-khadafy-equating-taliban-and-the-vatican/,2024-06-14T20:17:51Z
Royce White,Minnesota GOP’s endorsed Senate candidate has faced court actions over unpaid child support,"Royce White was ordered to catch up after falling behind on court-mandated child support payments at least six times between 2020 and 2023, court filings in two cases show.",https://www.nbcnews.com/politics/2024-election/minnesota-gops-endorsed-senate-candidate-faced-court-actions-unpaid-ch-rcna153100,2024-05-30T10:00:00Z
Royce White,"Minnesota Republicans Endorse Royce White, an Alex Jones Acolyte, for Senate - The New York Times","Alex Jones, Steve Bannon and the left-to-right pipeline.",https://www.nytimes.com/2024/05/24/opinion/royce-white-senate-maga.html,2024-05-24T09:05:28Z
Royce White,“Joe Is Trying to Kill This Sport” - Joe Rogan’s Rule Change Demand to Dana White Backfires in Front of Royce Gracie as Fans Go Up in Arms,Joe Rogan's ideas for changes to the UFC's current rules hasn't sat well with the MMA fans who pointed out why it's a bad idea!,https://www.essentiallysports.com/ufc-mma-news-joe-is-trying-to-kill-this-sport-joe-rogans-rule-change-demand-to-dana-white-backfires-in-front-of-royce-gracie-as-fans-go-up-in-arms/,2024-05-16T03:54:47Z
Royce White,Rolls-Royce Is Trying to Bring Back White-Wall Tires,"Rolls-Royce builds bespoke made-to-order vehicles for wealthy customers, and the company unveiled three colorful machines for buyers in China.",https://www.motor1.com/news/716986/rolls-royce-brings-back-whilewall-tires/,2024-04-22T11:30:00Z
Royce White,"Arsenal stars and their cars, from Bukayo Saka's £190K Mercedes G63 AMG to Ben White's £300k Rolls-Royce Cullinan","IT'S no secret that Arsenal's stars are well paid.Starboy Bukayo Saka's signed a deal worth around £300,000-per-week in 2023.While Kai Havertz, signe",https://www.thesun.ie/sport/12455083/arsenal-car-collection-bukayo-saka-ben-white/,2024-03-13T16:35:10Z
Royce White,Celtics' Derrick White spins mid-air for acrobatic block,"Derrick White made an unreal defensive play at the rim on Saturday, spinning for a rejection on Royce O'Neale. Read more on Boston.com.",https://www.boston.com/sports/boston-celtics/2024/03/09/nba-celtics-suns-highlights-derrick-white-block-watch/,2024-03-10T03:24:09Z
Michael Oher,"Tuohy family claims Michael Oher of ""The Blind Side"" tried to extort $15 million from them","In new legal filings, Sean and Leigh Anne Tuohy released texts from Oher in which he appears to demand $15 million from them.",https://www.cbsnews.com/news/michael-oher-tuohy-family-blind-side-15-million-extortion-lawsuit/,2023-12-05T17:52:00Z
Michael Oher,"In ‘Blind Side’ case, Tuohys share texts to accuse Michael Oher of trying to extort $15 million","The ongoing legal battle surrounding the subjects of ""The Blind Side"" took another turn this week.",https://theathletic.com/5115206/2023/12/05/blind-side-tuohy-michael-oher-extortion/,2023-12-05T05:00:00Z
Michael Oher,The Blind Side Tuohy Family Removing Michael Oher References As Legal Battle Rages On,"After Michael Oher claimed he was exploited by Sean and Leigh Anne Tuohy, they will no longer use his name in their marketing materials.",https://www.cinemablend.com/movies/the-blind-side-tuohy-family-michael-oher-references-legal-battle,2023-11-30T21:56:20Z
Michael Oher,Tuohys No Longer Officially Referring to Michael Oher as Adopted Son,The Blind Side's Sean and Leigh Anne Tuohy will not call Michael Oher their adopted son on their website or public speaking materials amid their ongoing legal battle about his conservatorship.,https://www.eonline.com/news/1390599/sean-and-leigh-anne-tuohy-no-longer-officially-referring-to-michael-oher-as-adopted-son,2023-11-29T22:42:48Z
Michael Oher,Tuohy family to remove references to Michael Oher being adopted in Blind Side legal battle,References to Oher being the Tuohys’ adopted son will be removed from the couple’s websites and public speaking materials,https://www.theguardian.com/sport/2023/nov/29/tuohy-family-michael-oher-lawsuit-adoption-references,2023-11-29T18:55:07Z
Michael Oher,Tuohys to remove references to ex-NFLer Michael Oher being their adopted son as part of legal battle,References to Oher being adopted had been a key argument by Oher in his efforts to force the Tuohys to account for money made from the film The Blind Side,https://www.theglobeandmail.com/sports/football/article-tuohys-to-remove-references-to-ex-nfler-michael-oher-being-their/,2023-11-29T17:55:35Z
Michael Oher,Memphis couple to remove references to Michael Oher being adopted amid legal row,"Former NFL star Oher and the Tuohy family are the focus of the 2009 film The Blind Side, staring Sandra Bullock.",https://www.breakingnews.ie/world/memphis-couple-to-remove-references-to-michael-oher-being-adopted-amid-legal-row-1558592.html,2023-11-29T00:00:00Z
Michael Oher,Michael Oher: ‘The new film ‘Blindsided’ challenges the blockbuster’s take on the life of ex-NFL star,"A new CNN documentary releasing on Thursday sheds light on the strained, complex relationship between former NFL player Michael Oher and the Tuohy family.",https://edition.cnn.com/2023/11/16/sport/michael-oher-documentary-spt-intl/index.html,2023-11-16T16:30:52Z
